,erm_test_risk,erm_train_risk,reg_L2_test_risk,reg_L2_train_risk,test_risk,train_risk
alpha=100000.0/batch_size=100/data=pendigits/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.0762372612953186,0.0676855891942977,0.0578602626919746,0.0451237261295318,0.0611353702843189,0.0482168868184089
alpha=100000.0/batch_size=100/data=adult/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.4/seed=0/width_size=-1,0.1673521697521209,0.1663349717855453,0.2071558088064193,0.206846222281456,0.1668656915426254,0.1656273454427719
alpha=100000.0/batch_size=100/data=nursery/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.8066357970237732,0.7939814925193787,0.7992283701896667,0.7884259223937988,0.8024691343307495,0.7910493612289429
alpha=100000.0/batch_size=100/data=adult/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.4/seed=0/width_size=-1,0.1673521697521209,0.1663349717855453,0.2476228326559066,0.24806509912014,0.1669099181890487,0.1657157987356186
alpha=100000.0/batch_size=100/data=satimage/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.2092011123895645,0.1479639410972595,0.1986322700977325,0.1352191418409347,0.1986322700977325,0.1367733925580978
alpha=100000.0/batch_size=100/data=yeast/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.4272237122058868,0.4703504145145416,0.6873315572738647,0.6927223801612854,0.4636118710041046,0.4784366488456726
alpha=100000.0/batch_size=100/data=satimage/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.2092011123895645,0.1479639410972595,0.2029841393232345,0.1436120569705963,0.2160397917032241,0.1675474047660827
alpha=100000.0/batch_size=100/data=phishing/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.066763162612915,0.0636873543262481,0.0616971217095851,0.0573548041284084,0.0683915317058563,0.0640492141246795
alpha=100000.0/batch_size=100/data=phishing/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.066763162612915,0.0636873543262481,0.0654966533184051,0.0626017749309539,0.066763162612915,0.0622399114072322
alpha=100000.0/batch_size=100/data=yeast/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.4272237122058868,0.4703504145145416,0.7196765542030334,0.7021563053131104,0.4609164297580719,0.4757412374019623
alpha=100000.0/batch_size=100/data=mushrooms/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.0007385524222627,0.0007385524222627,0.0007385524222627,0.000984736601822,0.0007385524222627,0.0007385524222627
alpha=100000.0/batch_size=100/data=yeast/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.4272237122058868,0.4703504145145416,0.6873315572738647,0.6927223801612854,0.4595687389373779,0.4770889580249786
alpha=100000.0/batch_size=100/data=yeast/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.4272237122058868,0.4703504145145416,0.6873315572738647,0.6927223801612854,0.4568733274936676,0.4757412374019623
alpha=100000.0/batch_size=100/data=mushrooms/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.0007385524222627,0.0007385524222627,0.0,0.0,0.0007385524222627,0.0007385524222627
alpha=100000.0/batch_size=100/data=letter/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.2969000041484833,0.2861000001430511,0.2949999868869781,0.2861999869346618,0.2973000109195709,0.2876999974250793
alpha=100000.0/batch_size=100/data=letter/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.2969000041484833,0.2861000001430511,0.2958000004291534,0.2858000099658966,0.2958999872207641,0.2845999896526336
alpha=100000.0/batch_size=100/data=pendigits/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.0762372612953186,0.0676855891942977,0.058770015835762,0.0471251830458641,0.0602256171405315,0.0469432324171066
alpha=100000.0/batch_size=100/data=satimage/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.2092011123895645,0.1479639410972595,0.1986322700977325,0.1352191418409347,0.2011190503835678,0.1373950839042663
alpha=100000.0/batch_size=100/data=satimage/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.2092011123895645,0.1479639410972595,0.2020515948534011,0.1433012187480926,0.2004973590373993,0.1426795125007629
alpha=100000.0/batch_size=100/data=nursery/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.8066357970237732,0.7939814925193787,0.8043209910392761,0.7956790328025818,0.7780864238739014,0.7580246925354004
alpha=100000.0/batch_size=100/data=nursery/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.8066357970237732,0.7939814925193787,0.7992283701896667,0.7884259223937988,0.7870370149612427,0.7714506387710571
alpha=100000.0/batch_size=100/data=yeast/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.4272237122058868,0.4703504145145416,0.7196765542030334,0.7021563053131104,0.4555256068706512,0.4757412374019623
alpha=100000.0/batch_size=100/data=pendigits/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.0762372612953186,0.0676855891942977,0.0569505095481872,0.0473071336746215,0.0591339170932769,0.0469432324171066
alpha=100000.0/batch_size=100/data=phishing/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.066763162612915,0.0636873543262481,0.0616971217095851,0.0573548041284084,0.0682106018066406,0.0645920038223266
alpha=100000.0/batch_size=100/data=phishing/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.066763162612915,0.0636873543262481,0.0654966533184051,0.0626017749309539,0.0658585131168365,0.0622399114072322
alpha=100000.0/batch_size=100/data=adult/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.1673521697521209,0.1663349717855453,0.2071558088064193,0.206846222281456,0.1669541299343109,0.1657600253820419
alpha=100000.0/batch_size=100/data=adult/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.1673521697521209,0.1663349717855453,0.2476228326559066,0.24806509912014,0.1670425832271576,0.1657600253820419
alpha=100000.0/batch_size=100/data=letter/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.2969000041484833,0.2861000001430511,0.2949999868869781,0.2861999869346618,0.2984000146389007,0.2883000075817108
alpha=100000.0/batch_size=100/data=letter/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.2969000041484833,0.2861000001430511,0.2958000004291534,0.2858000099658966,0.2957000136375427,0.2865999937057495
alpha=100000.0/batch_size=100/data=pendigits/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.0640465766191482,0.0518558956682682,0.0569505095481872,0.0473071336746215,0.0593158677220344,0.0467612817883491
alpha=100000.0/batch_size=100/data=pendigits/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.0640465766191482,0.0518558956682682,0.058770015835762,0.0471251830458641,0.0620451234281063,0.0504002906382083
alpha=100000.0/batch_size=100/data=nursery/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.8066357970237732,0.7939814925193787,0.8043209910392761,0.7956790328025818,0.8049382567405701,0.7959876656532288
alpha=100000.0/batch_size=100/data=nursery/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.8066357970237732,0.7939814925193787,0.7992283701896667,0.7884259223937988,0.8054012060165405,0.7945987582206726
alpha=100000.0/batch_size=100/data=phishing/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.066763162612915,0.0636873543262481,0.0616971217095851,0.0573548041284084,0.0674868822097778,0.0651347935199737
alpha=100000.0/batch_size=100/data=phishing/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.066763162612915,0.0636873543262481,0.0654966533184051,0.0626017749309539,0.0665822327136993,0.0620589815080165
alpha=100000.0/batch_size=100/data=sensorless/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.4/seed=0/width_size=-1,0.1357763111591339,0.1343064159154892,0.9110206961631776,0.9071580171585084,0.1341696828603744,0.1333834677934646
alpha=100000.0/batch_size=100/data=sensorless/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.4/seed=0/width_size=-1,0.1357763111591339,0.1343064159154892,0.9110206961631776,0.9071580171585084,0.2197306305170059,0.2203117460012436
alpha=100000.0/batch_size=100/data=adult/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.1673521697521209,0.1663349717855453,0.2071558088064193,0.206846222281456,0.1669099181890487,0.1657157987356186
alpha=100000.0/batch_size=100/data=adult/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.1673521697521209,0.1663349717855453,0.2476228326559066,0.24806509912014,0.1669983565807342,0.1657600253820419
alpha=100000.0/batch_size=100/data=sensorless/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.1366992592811584,0.1348533481359481,0.9110206961631776,0.9071580171585084,0.12982839345932,0.1291105449199676
alpha=100000.0/batch_size=100/data=adult/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.1673521697521209,0.1663349717855453,0.2476228326559066,0.24806509912014,0.1669983565807342,0.1657600253820419
alpha=100000.0/batch_size=100/data=adult/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.1673521697521209,0.1663349717855453,0.2071558088064193,0.206846222281456,0.1668656915426254,0.1656715720891952
alpha=100000.0/batch_size=100/data=sensorless/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.1366992592811584,0.1348533481359481,0.9110206961631776,0.9071580171585084,0.1300676763057708,0.1295207440853119
alpha=100000.0/batch_size=100/data=mnist/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.4/seed=0/width_size=-1,0.0931428596377372,0.0686857178807258,0.0919142886996269,0.067085713148117,0.0890571400523185,0.0693714320659637
alpha=100000.0/batch_size=100/data=mnist/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.4/seed=0/width_size=-1,0.0931428596377372,0.0686857178807258,0.0921142846345901,0.0662857145071029,0.0929714292287826,0.0671428591012954
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.4/seed=0/width_size=-1,0.149314284324646,0.1411714255809784,0.150028571486473,0.1266571432352066,0.1501142829656601,0.1263142824172973
alpha=100000.0/batch_size=100/data=sensorless/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.1366992592811584,0.1348533481359481,0.9110206961631776,0.9071580171585084,0.1322896033525467,0.1318452209234237
alpha=100000.0/batch_size=100/data=sensorless/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.1366992592811584,0.1348533481359481,0.9110206961631776,0.9071580171585084,0.1299309432506561,0.1289738118648529
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.4/seed=0/width_size=-1,0.1474285721778869,0.1356857120990753,0.1486571431159973,0.1409428566694259,0.150028571486473,0.1281142830848693
alpha=100000.0/batch_size=100/data=mnist/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.091228574514389,0.0654857158660888,0.0919142886996269,0.067085713148117,0.0920571461319923,0.0671142861247062
alpha=100000.0/batch_size=100/data=mnist/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.091228574514389,0.0654857158660888,0.0921142846345901,0.0662857145071029,0.0929142832756042,0.067085713148117
alpha=100000.0/batch_size=100/data=sensorless/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.1366992592811584,0.1348533481359481,0.9110206961631776,0.9071580171585084,0.1303411573171615,0.1298967599868774
alpha=100000.0/batch_size=100/data=sensorless/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.1366992592811584,0.1348533481359481,0.9110206961631776,0.9071580171585084,0.1316059380769729,0.130614623427391
alpha=100000.0/batch_size=100/data=mnist/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.091228574514389,0.0654857158660888,0.0919142886996269,0.067085713148117,0.0912571400403976,0.066771425306797
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.149314284324646,0.1411714255809784,0.1554571390151977,0.1418000012636184,0.1486571431159973,0.1299714297056198
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.149314284324646,0.1411714255809784,0.150028571486473,0.1266571432352066,0.1508285701274871,0.1275999993085861
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.1474285721778869,0.1356857120990753,0.1476857215166092,0.1393142789602279,0.1474000066518783,0.1273428499698639
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.6/seed=0/width_size=-1,0.1474285721778869,0.1356857120990753,0.1494285762310028,0.1260285675525665,0.1503428518772125,0.1267428547143936
alpha=100000.0/batch_size=100/data=mnist/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.091228574514389,0.0654857158660888,0.0921142846345901,0.0662857145071029,0.0919714272022247,0.0648000016808509
alpha=100000.0/batch_size=100/data=mnist/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=0.8/seed=0/width_size=-1,0.0923999994993209,0.0667999982833862,0.0921142846345901,0.0662857145071029,0.0930285677313804,0.0669428557157516
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=-1/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.1474285721778869,0.1356857120990753,0.1509714275598526,0.1276857107877731,0.151028573513031,0.1271428614854812
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.1474285721778869,0.1356857120990753,0.1476857215166092,0.1393142789602279,0.3607999980449676,0.3535142838954925
alpha=100000.0/batch_size=100/data=mnist/depth_size=-1/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=LinearModel/ratio_set_size=1.0/seed=0/width_size=-1,0.0923999994993209,0.0667999982833862,0.0919142886996269,0.067085713148117,0.0923142880201339,0.0679714307188987
