,erm_test_risk,erm_train_risk,reg_L2_test_risk,reg_L2_train_risk,test_risk,train_risk
alpha=100000.0/batch_size=100/data=segmentation/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.388744592666626,0.1740259826183319,0.3593073785305023,0.2077922075986862,0.3852813839912414,0.2484848499298095
alpha=100000.0/batch_size=100/data=segmentation/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.388744592666626,0.1740259826183319,0.2155844271183014,0.1411255449056625,0.4077922105789184,0.3445887565612793
alpha=100000.0/batch_size=100/data=satimage/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.1893068104982376,0.1408144235610962,0.2147963941097259,0.1504507213830948,0.1756294667720794,0.1370842307806015
alpha=100000.0/batch_size=100/data=segmentation/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.388744592666626,0.1740259826183319,0.3593073785305023,0.2077922075986862,0.4155844151973724,0.2251082360744476
alpha=100000.0/batch_size=100/data=satimage/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.1893068104982376,0.1408144235610962,0.2060926258563995,0.142368659377098,0.168790802359581,0.1252719908952713
alpha=100000.0/batch_size=100/data=segmentation/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.388744592666626,0.1740259826183319,0.2155844271183014,0.1411255449056625,0.845021665096283,0.5774891972541809
alpha=100000.0/batch_size=100/data=segmentation/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.388744592666626,0.1740259826183319,0.3714285790920257,0.1982683986425399,0.3090909123420715,0.144588753581047
alpha=100000.0/batch_size=100/data=segmentation/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.388744592666626,0.1740259826183319,0.2155844271183014,0.1411255449056625,0.463203489780426,0.1402597427368164
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.0778355076909065,0.0745197236537933,0.9110206961631776,0.9071579575538636,0.9110206961631776,0.9071579575538636
alpha=100000.0/batch_size=100/data=segmentation/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.388744592666626,0.1740259826183319,0.3593073785305023,0.2077922075986862,0.2493506520986557,0.1212121248245239
alpha=100000.0/batch_size=100/data=segmentation/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.388744592666626,0.1740259826183319,0.3714285790920257,0.1982683986425399,0.3870129883289337,0.1532467603683471
alpha=100000.0/batch_size=100/data=segmentation/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.388744592666626,0.1740259826183319,0.2155844271183014,0.1411255449056625,0.3982684016227722,0.1619047671556472
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.0778355076909065,0.0745197236537933,0.9108839631080629,0.906884491443634,0.0775278583168983,0.0747590065002441
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.0778355076909065,0.0745197236537933,0.9110206961631776,0.9071579575538636,0.0774253085255622,0.0743829905986785
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.0778355076909065,0.0745197236537933,0.9108839631080629,0.906884491443634,0.0759554207324981,0.0725370869040489
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.0778355076909065,0.0745197236537933,0.9110206961631776,0.9071579575538636,0.0759554207324981,0.0728447362780571
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.02296450920403,0.0,0.04592901840806,0.0,0.0417536534368991,0.0
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.02296450920403,0.0,0.0187891442328691,0.0,0.0334029234945774,0.0
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.02296450920403,0.0,0.04592901840806,0.0,0.0313152410089969,0.0
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.02296450920403,0.0,0.0187891442328691,0.0,0.0187891442328691,0.0
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.0778355076909065,0.0745197236537933,0.9108839631080629,0.906884491443634,0.0785533562302589,0.0754426717758178
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.0778355076909065,0.0745197236537933,0.9110206961631776,0.9071579575538636,0.0767416432499885,0.0737335011363029
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.02296450920403,0.0,0.04592901840806,0.0,0.02296450920403,0.0
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.02296450920403,0.0,0.0208768267184495,0.0,0.0125260967761278,0.0
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.0125260967761278,0.0,0.0187891442328691,0.0,0.0083507308736443,0.0
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.02296450920403,0.0,0.04592901840806,0.0,0.3006263077259063,0.3924843370914459
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.5673854351043701,0.5566037893295288,0.673854410648346,0.6617250442504883,0.7115902900695801,0.6954177618026733
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.6819406747817993,0.64420485496521,0.6832883954048157,0.6927223801612854,0.657681941986084,0.6765498518943787
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.0778355076909065,0.0745197236537933,0.9108839631080629,0.906884491443634,0.0774594917893409,0.0745880901813507
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.5673854351043701,0.5566037893295288,0.673854410648346,0.6617250442504883,0.4797843694686889,0.4501347541809082
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.02296450920403,0.0,0.04592901840806,0.0,0.0354906059801578,0.0
alpha=100000.0/batch_size=100/data=tictactoe/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.02296450920403,0.0,0.0208768267184495,0.0,0.0083507308736443,0.0
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.6819406747817993,0.64420485496521,0.6832883954048157,0.6927223801612854,0.7115902900695801,0.6954177618026733
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.6819406747817993,0.64420485496521,0.673854410648346,0.6617250442504883,0.4487870633602142,0.4609164297580719
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.5673854351043701,0.5566037893295288,0.6832883954048157,0.6927223801612854,0.4258759915828705,0.4097034931182861
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.1272285729646682,0.118914283812046,0.1304285675287246,0.1231142878532409,0.1234000027179718,0.1161714270710945
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.1272285729646682,0.118914283812046,0.0947428569197654,0.0835999995470047,0.0962285697460174,0.0847142860293388
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.6819406747817993,0.64420485496521,0.6832883954048157,0.6927223801612854,0.671159029006958,0.6859838366508484
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.6819406747817993,0.64420485496521,0.673854410648346,0.6617250442504883,0.4218328893184662,0.3935309946537018
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.6819406747817993,0.64420485496521,0.673854410648346,0.6617250442504883,0.4353099763393402,0.4150943160057068
alpha=100000.0/batch_size=100/data=yeast/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.6819406747817993,0.64420485496521,0.6832883954048157,0.6927223801612854,0.4501347541809082,0.4177897572517395
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.0778355076909065,0.0745197236537933,0.9110206961631776,0.9071579575538636,0.0762630701065063,0.0728447362780571
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.1272285729646682,0.118914283812046,0.1304285675287246,0.1231142878532409,0.1196857169270515,0.1115428581833839
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.1272857189178466,0.119142860174179,0.0947428569197654,0.0835999995470047,0.0956571400165557,0.0848857164382934
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.1272857189178466,0.119142860174179,0.0947428569197654,0.0835999995470047,0.0943142846226692,0.0835142880678176
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.1638857126235962,0.159571424126625,0.1635142862796783,0.1591714322566986,0.1640285700559616,0.1595428586006164
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.1638857126235962,0.159571424126625,0.1620000004768371,0.1574857085943222,0.1644571423530578,0.1579714268445968
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.1272857189178466,0.119142860174179,0.1304285675287246,0.1231142878532409,0.1207714304327964,0.1131142824888229
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.1272857189178466,0.119142860174179,0.1246000006794929,0.1162000000476837,0.1207428574562072,0.1121999993920326
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.1272857189178466,0.119142860174179,0.0947428569197654,0.0835999995470047,0.0932857170701026,0.0828285738825798
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.1638857126235962,0.159571424126625,0.1620000004768371,0.1574857085943222,0.1604000031948089,0.1556285768747329
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.4/seed=0/width_size=600,0.1638857126235962,0.159571424126625,0.1657428592443466,0.1602285653352737,0.1643999963998794,0.1598285734653473
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.1272285729646682,0.118914283812046,0.1246000006794929,0.1162000000476837,0.118828572332859,0.1103714257478714
alpha=100000.0/batch_size=100/data=mnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.1272857189178466,0.119142860174179,0.0947428569197654,0.0835999995470047,0.0943428575992584,0.0835142880678176
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.1638857126235962,0.159571424126625,0.1638571470975875,0.1588857173919677,0.1599428504705429,0.1555428504943847
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.1757142841815948,0.1705999970436096,0.1620000004768371,0.1574857085943222,0.1607999950647354,0.1563142836093902
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.1638857126235962,0.159571424126625,0.1657428592443466,0.1602285653352737,0.1629428565502166,0.1583714336156845
alpha=100000.0/batch_size=100/data=pendigits/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.8/seed=0/width_size=600,0.0221979618072509,0.0090975258499383,0.0227438136935234,0.0103711793199181,0.0198326054960489,0.008187772706151
alpha=100000.0/batch_size=100/data=sensorless/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.0/seed=0/width_size=600,0.0764681696891784,0.0744171738624572,0.9108839631080629,0.906884491443634,0.9110206961631776,0.9071921706199646
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.1638857126235962,0.159571424126625,0.1657428592443466,0.1602285653352737,0.1638857126235962,0.1587142795324325
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=sqrtm/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=1.0/seed=0/width_size=600,0.1638857126235962,0.159571424126625,0.1638571470975875,0.1588857173919677,0.1619428545236587,0.1569428592920303
alpha=100000.0/batch_size=100/data=fashionmnist/depth_size=2/epsilon=m/iter_post_size=20000/iter_prior_size=20000/model_name=FullyConnectedModel/ratio_set_size=0.6/seed=0/width_size=600,0.1757142841815948,0.1705999970436096,0.1657428592443466,0.1602285653352737,0.1640571504831314,0.1584571450948715
